Index, Filtered Signal, Original Signal
0,95.05363800426247,21.23931055231027
1,102.17866224123136,21.23931055231027
2,105.97294753106094,21.23931055231027
3,105.17040541827107,130.6012946450045
4,102.18658576139858,180.0
5,105.67160149225803,74.29136217098426
6,107.15495606569937,93.73139699916045
7,106.88865598909265,90.0
8,107.77703801244698,100.30484646876604
9,107.3705328947392,124.69515353123397
10,107.0025338230228,85.02089415600169
11,106.16313781493963,124.38034472384487
12,109.0080973196583,21.23931055231027
13,110.54559568476813,59.25003269780359
14,109.21734312591423,100.30484646876604
15,106.92846497154854,92.17474411461006
16,103.8108361413978,108.74975763031111
17,101.60115709389801,102.52880770915151
18,98.74051289810399,99.46232220802561
19,99.21362900850528,102.52880770915151
20,96.87067776327254,169.33021719550334
21,94.80724761323054,163.73979529168807
22,93.69757238781085,97.1250163489018
23,91.71662536037587,114.55045238920742
24,92.63701486720636,120.32360686254998
25,91.17618805623928,143.99167678817324
26,88.49502066128153,123.39848846798724
27,88.76132073788824,84.67399846786572
28,85.95407204430295,118.07248693585296
29,83.92400731205274,116.565051177078
30,83.83914950257272,77.66091272167381
31,83.2192497198504,107.5924245621816
32,81.8892574499501,78.13850064668358
33,80.92772383116703,90.0
34,81.03892189318631,73.73979529168804
35,83.2190628418215,46.39718102729637
36,84.4829690858845,46.39718102729637
37,84.22271286563452,58.335226759155596
38,85.1084048879122,42.249438292144966
39,83.19583815663773,111.99112991717713
40,84.22878365980311,122.47119229084849
41,83.3586484532353,122.47119229084849
42,82.25283753854825,74.9315118405078
43,78.63948393190984,74.9315118405078
44,71.7029140819518,138.73139699916044
45,71.65537008265498,114.77514056883192
46,71.59280962300252,69.77514056883193
47,70.69554696151289,90.0
48,72.53904184380508,61.92751306414704
49,72.12945961774719,75.96375653207352
50,70.54790637335176,75.96375653207352
51,70.28818492796502,95.19442890773482
52,72.72649448896945,51.538655248677436
53,73.87459795771053,70.76932762433871
54,75.75597613583675,75.96375653207352
55,76.63559736394583,90.0
56,78.7313980732479,71.67530590855658
57,77.89101807528841,53.13010235415599
58,78.03723181700569,59.96327873769867
59,79.07017732017107,73.73979529168804
60,75.49192476131716,143.13010235415598
61,74.73850035334256,105.0684881594922
62,75.80760997830744,52.81529354676688
63,81.7587063773133,2.6644397077392776
64,84.22864164506308,0.0
65,83.44393373362611,113.82426058289542
66,82.48767243258676,68.52393137578261
67,83.68024214976492,72.05474677020722
68,83.02826197459922,98.79741070999107
69,82.77216258504994,67.77211201091576
70,84.24251776742611,44.33269164416492
71,88.06925736268552,90.0
72,83.05401503924722,100.30484646876604
73,86.80194856558819,93.73139699916045
74,86.06225309635782,113.59132009459789
75,84.57108151162022,107.5924245621816
76,83.51340303040344,113.59132009459789
77,85.0270434331035,36.32250239496627
78,85.39105926199039,62.88755357204426
79,86.50556399266483,94.39870535499554
80,88.09886287734503,71.56505117707799
81,86.20511369479013,90.0
82,88.11424614508488,74.19748604606448
83,85.2776177217099,121.6863676878566
84,87.77131254282016,49.39870535499553
85,86.33432277823576,98.13010235415598
86,89.43291862395311,49.39870535499553
87,87.583756510724,95.9061411137705
88,88.49767832378646,85.7578072066771
89,90.74767832378646,62.65012421993012
90,92.03380466960333,73.73979529168804
91,91.11963601759064,166.5347919051883
92,97.56020521942857,0.0
93,93.94271143042506,168.69006752597977
94,95.94537283612104,98.79741070999107
95,100.00777549151644,77.76899286742919
96,101.60490520419555,92.4377504702626
97,105.8224094767933,66.5953104489677
98,106.06059156132963,70.16787014978162
99,105.35259194836297,116.68879996848446
100,105.20048339560238,103.43102887068167
101,107.3838724029089,52.12501634890181
102,106.37789074586799,112.38013505195957
103,109.094154395559,64.95379922035721
104,107.81751407128338,99.27260177720031
105,108.0852427830071,69.39030706246794
106,104.46071515235758,111.37062226934319
107,108.67107532760595,58.922898849188144
108,107.45402083077131,104.03624346792648
109,105.80875868462192,107.65012421993012
110,103.87107446567143,99.46232220802563
111,99.80806001828356,148.25141886493458
112,96.79241910024322,128.8113840367584
113,95.5034077715389,96.3401917459099
114,90.35275847805728,138.85063882391074
115,87.53017359828583,159.01704597533683
116,85.09985816715599,124.38034472384487
117,83.45621271890249,150.94539590092285
118,83.32545567085795,74.9315118405078
119,83.68170648830304,102.52880770915151
120,82.08719188132716,100.38885781546962
121,82.97248034037314,95.79279649503218
122,85.04851148305951,92.26050191114126
123,85.64913646449413,119.27907221417723
124,86.46214669990972,73.73979529168804
125,87.58115345250772,74.74488129694222
126,91.98064485198229,38.88006965635238
127,90.72776408106714,143.13010235415598
128,92.16475384565156,79.69515353123397
129,93.81001599180095,74.74488129694222
130,96.08759433576577,60.70863782901574
131,96.92582479369534,66.99112991717713
132,99.23965353833931,68.4985656759521
133,101.44283351905632,70.5599651718238
134,104.15095087134239,35.83765295427829
135,105.14624306688945,102.56534837990729
136,105.85754126182704,75.77403610124821
137,102.61042203274219,118.07248693585296
138,104.57963032572722,72.31637087961664
139,103.19976553229503,109.6538240580533
140,103.35308980735132,68.4985656759521
141,97.67816152355371,113.49856567595211
142,94.05766174003354,133.7811247648687
143,92.0854636611898,131.29157184286953
144,91.62807153519972,90.00000000000001
145,90.38763926173547,97.1250163489018
146,89.06358727021674,126.86989764584403
147,86.77578146740493,118.07248693585296
148,87.14250040747577,108.43494882292201
149,86.25999419647925,107.65012421993012
150,83.12712490969884,106.26020470831196
151,85.25542951164837,83.75573907576859
152,85.42029682999943,114.77514056883193
153,85.5927429374839,114.62356478616361
154,87.53674642030151,90.0
155,85.25116080999973,122.4711922908485
156,87.02804469959845,90.0
157,90.30286211553815,53.13010235415599
158,90.49583353716346,111.70053673931747
159,90.4509163996834,82.05652818940959
160,91.81253437632903,71.56505117707799
161,96.53246964407882,0.0
162,100.62041830706337,61.37112909446505
163,99.88266736020034,91.8476102659946
164,101.31206122759923,80.85215748019827
165,101.21355148071575,72.31637087961664
166,101.23692925734538,100.38885781546962
167,102.58855959282889,72.31637087961664
168,100.32809147020315,115.76932762433871
169,99.80078976954863,90.0
170,101.14864707950464,43.60281897270362
171,98.00430296491278,126.32183111475923
172,100.38817698322995,118.07248693585296
173,94.4845526364373,118.07248693585296
174,93.86880171247358,128.8800696563524
175,97.18269510500845,76.7594800848128
176,95.95459397405035,125.53767779197439
177,96.36676632269509,118.62645067294969
178,94.1670206229578,115.55996517182382
179,93.20548700417474,81.15818543980832
180,93.5704986168651,98.79741070999107
181,94.05237552251165,94.39870535499554
182,86.89587040480384,143.13010235415598
183,86.956293957927,77.09259132873417
184,85.73409621890616,109.4400348281762
185,82.21678742180885,70.34617594194668
186,81.0890198739656,100.85641334806225
187,76.12157099450124,99.34897758928727
188,76.60028238875582,70.5599651718238
189,72.62758408941033,79.45396598690978
190,69.09958583081914,70.5599651718238
191,72.03246795610976,63.43494882292201
192,67.02277185197912,165.7499673021964
193,72.5475892679188,0.0
194,66.71933670906489,116.56505117707799
195,62.22397442999717,143.03734793551018
196,61.4154702259698,100.97565517281254
197,55.07197534367761,126.86989764584403
198,51.493722784823696,71.56505117707799
199,53.46284375531735,61.92751306414704
200,55.45644950546748,106.0976429637982
201,56.7906641555589,104.03624346792648
202,64.73260116471748,0.0
203,69.41104292744981,78.30106239119735
204,73.44873729017166,84.99608004775965
205,81.73623565528149,0.0
206,0.0,78.30106239119735
207,0.0,0.0
208,0.0,80.13419305691563
209,0.0,0.0
210,0.0,0.0
211,0.0,122.09259132873416
212,0.0,65.55604521958347
213,0.0,110.49634831879371
214,0.0,0.0
215,0.0,53.13010235415599
216,0.0,84.8055710922652
217,0.0,0.0
218,0.0,0.0
219,0.0,101.30993247402021
220,0.0,145.96975796680061
221,0.0,130.72053646975476
222,0.0,158.83874018317175
223,0.0,171.86989764584405
224,0.0,165.7499673021964
225,0.0,165.7499673021964
226,0.0,81.15818543980832
